image_name,"labels"
200922-947-73.bmp,"a ^ { b ^ { c ^ { d } } }"
MfrDB1065.bmp,"1 + 2"
200925-1126-190.bmp,"Y - f \leq z"
formulaire038-equation071.bmp,"\frac { d f } { d x }"
2009213-137-232.bmp,"F ^ { \Delta + \alpha }"
75_Nina.bmp,"c ^ { 2 } = a ^ { 2 } + b ^ { 2 } - 2 a b \cos C"
MfrDB0400.bmp,"2 + \frac { 1 } { 8 }"
200926-131-39.bmp,"R _ { X }"
200923-131-129.bmp,"\frac { A } { \int m d n }"
formulaire014-equation015.bmp,"1 4 8 \pm 4 5 + ( ( 1 9 1 \times 1 ) + ( 7 7 - 1 0 8 ) )"
formulaire026-equation013.bmp,"5 = ( \pm 2 ) ^ { 2 } + ( \pm 1 ) ^ { 2 }"
200926-1617-21.bmp,"\frac { H - X - x } { \sqrt { G } }"
formulaire002-equation024.bmp,"\sqrt { 1 3 h }"
MfrDB0470.bmp,"x ^ { 2 } + y ^ { 2 } = 5"
formulaire015-equation051.bmp,"\sqrt { 2 9 }"
formulaire006-equation063.bmp,"( X - a ) ( 2 X - b )"
formulaire024-equation039.bmp,"u _ { \beta } u ^ { \beta } = c ^ { 2 }"
formulaire008-equation053.bmp,"d s ^ { 2 } = d x ^ { 2 } + d y ^ { 2 } + d z ^ { 2 }"
200924-1331-141.bmp,"( t ) ^ { l } ( I )"
KME2G3_11_sub_28.bmp,"z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }"
formulaire038-equation005.bmp,"( 1 3 5 \times ( 1 6 8 \div 1 4 9 ) ) + 6 7 = 2 1 9 . 2 1"
200923-1253-14.bmp,"a + \sqrt { \frac { b + c } { d + f } }"
200923-1254-139.bmp,"C \geq \sum u"
200924-1312-294.bmp,"j"
65_alfonso.bmp,"x = r \cos \theta"
96_Fabricio.bmp,"y = a S ( t ) = a \int _ { 0 } ^ { t } \sin ( \frac { 1 } { 2 } \pi s ^ { 2 } ) d s"
200924-1312-178.bmp,"1 . 7"
formulaire010-equation063.bmp,"( X ^ { 3 } - 1 ) ^ { 2 } = 2"
MfrDB1498.bmp,"\lim _ { x \rightarrow 0 } \frac { 1 - \cos x } { x } = 0"
200923-1253-200.bmp,"1 5"
2009210-947-134.bmp,"I"
200923-1253-236.bmp,"[ A _ { g } ]"
formulaire034-equation021.bmp,"( i i i )"
formulaire027-equation021.bmp,"\sqrt { \frac { 1 + \sin ^ { 2 } \alpha } { 2 } } = \cos \alpha"
formulaire004-equation033.bmp,"x _ { 2 } = \frac { - 1 + i \sqrt { 7 } } { 2 }"
formulaire023-equation041.bmp,"y = x ^ { \frac { 1 } { 3 } }"
formulaire021-equation030.bmp,"3 8 + 1 4 7 \leq 1 8 5"
2009210-947-103.bmp,"[ 1 ]"
KME2G3_3_sub_35.bmp,"\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }"
200926-131-127.bmp,"- 1 . 5"
formulaire036-equation033.bmp,"z ^ { 3 } - 6 z ^ { 2 } + 1 7 z - 3 6 = 0"
2009210-947-181.bmp,"X - f"
131_user0.bmp,"f ( x ) = a _ { n } x ^ { n } + a _ { n - 1 } x ^ { n - 1 } + \cdots + a _ { 1 } x + a _ { 0 }"
200924-1331-245.bmp,"( 7 . 0 )"
MfrDB2951.bmp,"\sum _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n + 1 } )"
formulaire011-equation006.bmp,"3 \times 4 \times 5 \times 6 = 3 6 0"
200926-131-121.bmp,"\sum _ { E = n } ^ { \sum f } z + \frac { \sum \theta } { C }"
formulaire005-equation049.bmp,"1 \leq e \leq v"
200923-1556-185.bmp,"q ^ { \cdots + T }"
2009213-137-123.bmp,"0 . 6"
formulaire034-equation044.bmp,"\alpha _ { 1 } , \alpha _ { 2 } , \ldots , \alpha _ { m }"
200924-1331-187.bmp,"S ^ { I }"
MfrDB0328.bmp,"4 + 2"
formulaire001-equation027.bmp,"1 - e ^ { 2 } = \frac { p } { a }"
formulaire003-equation067.bmp,"x , y , z"
200923-1553-10.bmp,"[ ( 3 . 3 ) ^ { L + e } ]"
MfrDB2848.bmp,"\sum _ { i = 0 } ^ { n } n i = 2 ^ { n }"
formulaire008-equation006.bmp,"x ^ { 2 } - d y ^ { 2 } = \pm 1"
MfrDB2807.bmp,"x < \frac { c - b } { a }"
formulaire033-equation032.bmp,"u _ { 0 } = a"
200923-1553-250.bmp,"C ^ { F + m }"
formulaire004-equation068.bmp,"a _ { n } = n ^ { - \beta }"
200923-1553-54.bmp,"\log _ { 2 } ( 2 ^ { 5 } ) = 5"
MfrDB2438.bmp,"\lim _ { n \rightarrow \infty } x _ { n } = L"
82_leissi.bmp,"q = \sqrt { ( \frac { B - A } { C } ) ^ { 2 } + 1 } + \frac { B - A } { C }"
formulaire036-equation003.bmp,"k _ { e f f }"
KME2G3_1_sub_74.bmp,"\int _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t"
200923-131-262.bmp,"- r + \int G d B"
79_miguel.bmp,"p = \sqrt { a ^ { 2 } + b ^ { 2 } - 2 a b \cos A }"
108_caue.bmp,"a ^ { x } a ^ { y } = a ^ { x + y }"
2009213-137-158.bmp,"Y _ { z H _ { o } }"
200922-949-137.bmp,"n _ { e H }"
formulaire032-equation016.bmp,"\cos ( x ) + \cos ( x + \frac { 2 } { 3 } \pi ) + \cos ( x + \frac { 4 } { 3 } \pi ) = 0"
formulaire026-equation047.bmp,"\pi _ { 1 } ( X , q )"
200924-1331-289.bmp,"k - m"
2009213-137-146.bmp,"\sum E"
formulaire014-equation012.bmp,"\lim _ { z \rightarrow z _ { 0 } } f ( z ) = f ( z _ { 0 } )"
200923-1553-153.bmp,"w + E"
75_carlos.bmp,"c ^ { 2 } = a ^ { 2 } + b ^ { 2 } - 2 a b \cos C"
200926-1617-253.bmp,"p ( j )"
200923-131-133.bmp,"q ( I )"
200922-949-99.bmp,"N"
200923-131-45.bmp,"\frac { B } { n t }"
200922-1017-47.bmp,"R"
91_alfonso.bmp,"\sin \theta = \frac { y } { \sqrt { x ^ { 2 } + y ^ { 2 } } }"
200923-1556-46.bmp,"\sum _ { b = P } ^ { k } - v - m"
MfrDB2146.bmp,"\lim _ { n \rightarrow \infty } n ^ { \frac { 1 } { n } } = 1"
2009213-137-223.bmp,"t \int r d L"
formulaire025-equation032.bmp,"w _ { n + 1 } = x e ^ { - w _ { n } }"
MfrDB3002.bmp,"x _ { 1 } = \frac { ( 1 - \frac { 2 } { \sqrt { N - 1 } } ) N } { L }"
formulaire038-equation053.bmp,"n ^ { 2 } - 3 n + 3"
formulaire036-equation074.bmp,"u _ { n } = \frac { n ^ { 2 } - n + 1 } { n ^ { 2 } }"
MfrDB1409.bmp,"2 + 2 = 4"
MfrDB1758.bmp,"\sqrt [ 5 ] { 5 5 }"
200923-131-28.bmp,"9"
200923-1254-79.bmp,"\frac { \frac { \frac { x _ { 4 } } { x _ { 3 } } } { x _ { 2 } } } { x _ { 1 } }"
formulaire036-equation056.bmp,"\frac { n + 1 } { 2 }"
formulaire018-equation067.bmp,"t = 1 8"
200922-1017-6.bmp,"\sum _ { n = 1 } ^ { N } ( - 1 ) ^ { n } \sin ( n x )"
95_leissi.bmp,"b = c \sin B = c \cos A"
formulaire008-equation028.bmp,"x + d x"
formulaire014-equation038.bmp,"\frac { ( n - 2 ) \pi } { n }"
200922-949-49.bmp,"\cos ( 0 ) = 1"
200923-1556-13.bmp,"\sqrt { 1 + \sqrt { 1 + z ^ { 2 } } }"
200922-947-193.bmp,"- z"
MfrDB1688.bmp,"\log 5 + \log 4 x = 2"
200923-1253-140.bmp,"e + ( h )"
200922-947-49.bmp,"\cos ( 0 ) = 1"
200923-1556-110.bmp,"\frac { P } { H } V"
KME2G3_18_sub_74.bmp,"\int _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t"
formulaire002-equation047.bmp,"f ( r , \theta ) = r ^ { 2 } ( \cos \theta ^ { 2 } + \sin \theta ^ { 2 } ) = r ^ { 2 }"
200926-1617-106.bmp,"\frac { k + i n } { \gamma - u }"
formulaire032-equation025.bmp,"7 + 1 4 0 = 1 4 7"
formulaire005-equation035.bmp,"1 0 + 6 7 \leq 7 7"
116_rosario.bmp,"x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }"
90_Frank.bmp,"y = r \sin \theta"
KME2G3_3_sub_65.bmp,"[ \frac { 2 } { 3 } x ^ { \frac { 3 } { 2 } } ] _ { 0 } ^ { 1 }"
2009210-947-71.bmp,"i R"
200923-131-102.bmp,"n ^ { - k }"
formulaire017-equation072.bmp,"v _ { x } ( d f )"
formulaire014-equation014.bmp,"\lim _ { x \rightarrow a } \frac { f ( x ) } { g ( x ) } = 1"
200922-947-74.bmp,"e _ { f _ { g _ { h } } }"
2009212-1031-135.bmp,"( 5 )"
formulaire029-equation053.bmp,"\cos ( \theta ) = \frac { 1 - 2 } { 1 + 2 } = - \frac { 1 } { 3 }"
2009213-139-22.bmp,"( m ) ^ { \phi }"
200923-1254-344.bmp,"( \int ^ { t } _ { a } \sum \mu d g )"
MfrDB3039.bmp,"\int \limits _ { 3 } ^ { 6 } \int \limits _ { 2 } ^ { 4 } 2 d x d y = 2 \cdot ( 6 - 3 ) \cdot ( 4 - 2 ) = 1 2"
MfrDB1755.bmp,"( y - 3 ) ( y + 3 ) + y ( y + 3 ) = 0"
110_Nina.bmp,"\frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }"
MfrDB2372.bmp,"f ^ { ' } ( x ) = \frac { 1 } { 2 \sqrt { x } }"
formulaire036-equation026.bmp,"f ( x + r ) = f ( x )"
200923-1253-85.bmp,"\sqrt { \frac { 2 z ^ { 3 } } { \sqrt { \frac { 3 z ^ { 2 } } { \sqrt { 4 z } } } } }"
80_david.bmp,"\frac { 1 } { r ^ { 2 } } = \frac { 1 } { ( R - m ) ^ { 2 } } + \frac { 1 } { ( R + m ) ^ { 2 } }"
form000-equation001.bmp,"M < N"
formulaire004-equation059.bmp,"( 2 n + 1 ) ^ { 2 } = 8 m ^ { 2 } + 1"
formulaire017-equation006.bmp,"d y ^ { 3 }"
formulaire017-equation046.bmp,"a b = 2"
200923-1254-220.bmp,"\sqrt { A }"
200922-949-62.bmp,"( \sin ( x ) ^ { 2 } + 3 \cos ( x ) ^ { 2 } ) ^ { 4 }"
200923-1253-237.bmp,"\frac { E } { S } \int q d Y"
formulaire029-equation026.bmp,"\int _ { a } ^ { b } x + z d z"
MfrDB0029.bmp,"o = 2 \pi r"
95_Frank.bmp,"b = c \sin B = c \cos A"
formulaire016-equation071.bmp,"2 i k \pi"
73_Frank.bmp,"| \frac { a x _ { 0 } + b y _ { 0 } + c } { \sqrt { a ^ { 2 } + b ^ { 2 } } } |"
200923-1251-248.bmp,"- u - \sqrt { e }"
formulaire018-equation047.bmp,"( x , w )"
MfrDB2001.bmp,"A ( x ) = \frac { 1 } { x } + \frac { 1 } { x ^ { 2 } } + B ( x )"
MfrDB2907.bmp,"f ( x , y ) = f _ { 1 } ( x y ) + f _ { 2 } ( \frac { x } { y } )"
89_carlos.bmp,"x ^ { \prime } = x \cos \theta + y \sin \theta"
200926-1550-43.bmp,"\frac { \pi r ^ { 2 } h } { 3 }"
2009220-1327-62.bmp,"( \sin ( x ) ^ { 2 } + 3 \cos ( x ) ^ { 2 } ) ^ { 4 }"
KME2G3_30_sub_74.bmp,"\int _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t"
formulaire008-equation060.bmp,"( 1 7 6 + ( 1 1 5 \times 1 9 6 ) ) / 6 7 = 3 3 9 . 0 4"
200924-1331-102.bmp,"[ z ]"
formulaire007-equation020.bmp,"1 7 9 \times ( ( 1 0 - 7 7 ) \times ( 2 1 + 1 0 2 ) ) \geq - 1 4 7 5 1 3 9"
200924-1331-63.bmp,"o _ { \sigma } \frac { e + i } { C }"
111_miguel.bmp,"\sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }"
127_Nina.bmp,"n ! - 1"
200923-1251-254.bmp,"( ( V ) )"
MfrDB2375.bmp,"| a + i b | = \sqrt { x ^ { 2 } + y ^ { 2 } }"
formulaire032-equation068.bmp,"z = x + i"
formulaire032-equation000.bmp,"( ( 2 + 1 2 0 ) / ( 4 5 \times 1 0 0 ) ) \times 1 8 1 \geq 4"
200922-949-24.bmp,"\int e ^ { - z ^ { 2 } } d z = e r f ( z )"
formulaire031-equation057.bmp,"( p , r )"
79_lucelia.bmp,"p = \sqrt { a ^ { 2 } + b ^ { 2 } - 2 a b \cos A }"
MfrDB1593.bmp,"v = v _ { 0 } t - g t ^ { 2 }"
formulaire018-equation003.bmp,"2 ^ { k - 1 } ( 2 ^ { k } - 1 )"
formulaire033-equation058.bmp,"1 0 ^ { 6 8 }"
formulaire018-equation034.bmp,"( f + g ) ( t _ { 1 } , t _ { 2 } , \ldots , t _ { n } ) = g ( 2 t _ { 1 } - 1 , t _ { 2 } , \ldots , t _ { n } )"
MfrDB1792.bmp,"\frac { x ^ { 4 } } { 2 ^ { 3 } } - ( \frac { 2 } { x } ) ^ { - 4 }"
MfrDB0399.bmp,"a ^ { 2 } + b ^ { 2 } = c ^ { 2 }"
200926-1617-115.bmp,"I - m \leq i ( E )"
formulaire030-equation005.bmp,"1 4 8 \times 1 3 3 \leq 1 9 6 8 4"
formulaire011-equation016.bmp,"\log _ { a } x"
96_caue.bmp,"y = a S ( t ) = a \int _ { 0 } ^ { t } \sin ( \frac { 1 } { 2 } \pi s ^ { 2 } ) d s"
formulaire006-equation007.bmp,"t \neq 0"
2009213-137-130.bmp,"\sum _ { C > h } E"
200923-1553-3.bmp,"E"
75_alfonso.bmp,"c ^ { 2 } = a ^ { 2 } + b ^ { 2 } - 2 a b \cos C"
200923-131-53.bmp,"\pi"
200924-1312-37.bmp,"1 3 + \pi r ^ { 2 }"
2009210-947-160.bmp,"- 1 7"
MfrDB1889.bmp,"\frac { b } { a ^ { 2 } - a } - \frac { b } { a - 1 }"
formulaire007-equation066.bmp,"g ( z ) = \frac { a z + b } { c z + d }"
formulaire006-equation069.bmp,"m = 1 0 ^ { 4 }"
MfrDB0912.bmp,"\sqrt { 5 }"
MfrDB0070.bmp,"( a + b ) + c = a + ( b + c )"
MfrDB2899.bmp,"\lim _ { n \rightarrow \infty } \frac { 1 } { n ^ { p } } = 0"
200923-1251-1.bmp,"\int _ { 0 } ^ { \infty } \frac { z } { \sqrt { z ^ { 3 } + 1 4 } } d z"
MfrDB0113.bmp,"\lim _ { x \rightarrow 2 } \frac { f ( x ) } { x - 2 } = \infty"
200922-1017-29.bmp,"g i m"
formulaire007-equation049.bmp,"\exists x"
200923-1553-267.bmp,"u _ { \theta }"
formulaire005-equation037.bmp,"3 ^ { p - 1 }"
formulaire015-equation049.bmp,"p _ { 1 } + p _ { 2 } = p _ { 3 } + p _ { 4 }"
formulaire013-equation001.bmp,"x ^ { 2 } - b ^ { 2 } = ( x - b ) ( x + b )"
200922-949-164.bmp,"f"
formulaire005-equation026.bmp,"( n + 3 )"
200923-1553-191.bmp,"7"
200923-1251-290.bmp,"\sqrt { 8 + I }"
200923-131-291.bmp,"\sum n"
200924-1312-115.bmp,"g"
MfrDB2088.bmp,"\frac { x ^ { 4 } } { 2 ^ { 3 } } - ( \frac { 2 } { x } ) ^ { - 4 }"
200924-1331-105.bmp,"j"
formulaire012-equation014.bmp,"u _ { 1 } = v _ { 1 }"
formulaire024-equation047.bmp,"q ^ { d } - 1"
MfrDB1693.bmp,"2 ^ { x + 1 } - 2 ^ { x } = 1 6"
formulaire014-equation017.bmp,"v _ { 1 } v _ { 2 } v _ { 3 }"
200923-1251-189.bmp,"- t"
formulaire023-equation011.bmp,"X - 2"
formulaire032-equation026.bmp,"g _ { n } ( x )"
200924-1312-75.bmp,"b \sigma"
200924-1331-278.bmp,"\sqrt { E }"
formulaire021-equation069.bmp,"p _ { i } = w _ { i }"
formulaire035-equation034.bmp,"\frac { x - 1 0 } { 1 1 - 1 0 } = \frac { 2 2 - 2 0 , 6 } { 2 2 , 6 - 2 0 , 6 }"
MfrDB3076.bmp,"\lim _ { n \rightarrow \infty } \frac { n ! } { \sqrt { 2 \pi n } ( \frac { n } { e } ) } = 1"
KME2G3_30_sub_95.bmp,"\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }"
200924-1312-167.bmp,"( [ 1 ] )"
formulaire012-equation073.bmp,"\alpha \times \beta"
200924-1312-20.bmp,"\frac { \sin ( x ) } { \cos ( x ) } = \tan ( x )"
formulaire011-equation031.bmp,"\frac { 2 ( n + \alpha ) } { n + 1 }"
MfrDB2353.bmp,"\cos ^ { 3 } y = \frac { 1 } { 4 } ( \cos 3 y + 3 \cos y )"
200923-1553-107.bmp,"E \lambda - \sum I"
KME2G3_11_sub_30.bmp,"\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x"
200924-1312-36.bmp,"1 + \frac { \sqrt { a ^ { 2 } + 1 + b } } { 3 }"
formulaire002-equation019.bmp,"b ^ { o p }"
formulaire027-equation023.bmp,"\sum x _ { n }"
MfrDB2944.bmp,"m ( b - a ) \leq \int \limits _ { a } ^ { b } f ( x ) d x \leq M ( b - a )"
200922-949-269.bmp,"\sum _ { X > a } \alpha - c"
KME1G3_8_sub_22.bmp,"\lim _ { x \rightarrow \infty } \int _ { 0 } ^ { x } e ^ { - y ^ { 2 } } d y = \frac { \sqrt { \pi } } { 2 }"
200923-1251-111.bmp,"1"
KME1G3_7_sub_10.bmp,"\int _ { a } ^ { b } \frac { \sqrt { x } } { 2 } d x"
MfrDB1900.bmp,"\sin \frac { \pi } { 4 } = \cos \frac { \pi } { 4 } = \frac { \sqrt { 2 } } { 2 }"
96_Nina.bmp,"y = a S ( t ) = a \int _ { 0 } ^ { t } \sin ( \frac { 1 } { 2 } \pi s ^ { 2 } ) d s"
formulaire029-equation057.bmp,"a _ { 1 } \ldots a _ { g } b _ { 1 } \ldots b _ { g } a _ { 1 } ^ { - 1 } \ldots a _ { g } ^ { - 1 } b _ { 1 } ^ { - 1 } \ldots b _ { g } ^ { - 1 } = 1"
KME2G3_23_sub_95.bmp,"\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }"
MfrDB2384.bmp,"x - 3"
200925-1126-32.bmp,"a x ^ { 4 } + b x + c = 0"
formulaire013-equation010.bmp,"( 1 7 5 \times 1 3 2 ) - 1 8 4 \leq 2 2 9 1 6"
formulaire032-equation070.bmp,"1 1 0 - 1 7 5 \geq - 6 5"
2009213-137-160.bmp,"8 7"
2009213-137-87.bmp,"e ^ { \sqrt { g } } ( L )"
89_miguel.bmp,"x ^ { \prime } = x \cos \theta + y \sin \theta"
MfrDB1586.bmp,"\int x ^ { n } d x = \frac { x ^ { n + 1 } } { n + 1 } + C"
2009220-1327-18.bmp,"a ^ { x } + b ^ { x } + \frac { c } { 2 }"
200923-1253-129.bmp,"\sum p - V"
MfrDB1903.bmp,"1 + \tan ^ { 2 } y = \frac { 1 } { \cos ^ { 2 } y }"
MfrDB1564.bmp,"S _ { n } = \sum _ { k = 1 } ^ { n } a _ { k }"
94_user0.bmp,"\frac { a } { \sin A } = \frac { b } { \sin B } = \frac { c } { \sin C }"
200926-1617-69.bmp,"y ^ { o _ { \mu } }"
MfrDB2715.bmp,"\int \limits _ { 0 } ^ { \infty } \sqrt { x } e ^ { - x } d x = \frac { 1 } { 2 } \sqrt { \pi }"
2009213-137-22.bmp,"- c \theta"
formulaire005-equation070.bmp,"( 6 8 / ( 2 + 1 6 2 ) ) \times 8 \geq 2"
200926-1617-32.bmp,"a x ^ { 4 } + b x + c = 0"
formulaire012-equation060.bmp,"1 2 9 \div 1 7 3 \leq 1"
200926-1550-85.bmp,"\sqrt { \frac { 2 z ^ { 3 } } { \sqrt { \frac { 3 z ^ { 2 } } { \sqrt { 4 z } } } } }"
MfrDB1736.bmp,"\lim _ { n \rightarrow \infty } ( \sqrt { n + 2 } - \sqrt { n } ) = 0"
200926-1617-89.bmp,"\int Y + v d \mu _ { G }"
KME2G3_12_sub_35.bmp,"\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }"
formulaire007-equation000.bmp,"5 9 + 5 3 \neq - 6 5"
KME2G3_22_sub_35.bmp,"\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }"
200922-949-59.bmp,"( \sqrt { 3 } )"
200922-949-178.bmp,"\sqrt { A + \infty }"
200923-1253-1.bmp,"\int _ { 0 } ^ { \infty } \frac { z } { \sqrt { z ^ { 3 } + 1 4 } } d z"
2009213-137-244.bmp,"e"
200923-1254-252.bmp,"\sum _ { k = M } ^ { \sum k } b"
200923-1553-199.bmp,"3 . 1"
200923-131-235.bmp,"\pi"
formulaire003-equation039.bmp,"3 1 , 4 1 5"
200926-131-43.bmp,"\frac { \pi r ^ { 2 } h } { 3 }"
KME2G3_30_sub_35.bmp,"\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }"
2009220-1327-99.bmp,"\sqrt { X + 7 }"
2009212-952-41.bmp,"\frac { r } { \int q d R }"
200923-1553-48.bmp,"\sin ( \frac { \pi } { 3 } ) = \frac { 1 } { 2 }"
formulaire020-equation012.bmp,"\frac { 1 } { 2 } a p"
200924-1312-302.bmp,"i + w _ { f } \geq - H"
2009210-947-220.bmp,"L"
124_Nina.bmp,"\sum _ { i = 1 } ^ { k } \frac { x ^ { a _ { i } } } { 1 - x ^ { b _ { i } } } = \frac { 1 } { 1 - x }"
formulaire020-equation046.bmp,"y - x"
KME2G3_21_sub_65.bmp,"[ \frac { 2 } { 3 } x ^ { \frac { 3 } { 2 } } ] _ { 0 } ^ { 1 }"
2009212-1031-51.bmp,"j"
MfrDB1432.bmp,"\frac { b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }"
formulaire029-equation005.bmp,"( ( 4 7 / 2 2 ) \times 1 0 9 ) \times ( 1 6 1 \times 6 ) = 2 2 4 9 4 6 . 2 7"
200923-1556-157.bmp,"\sqrt { \pi }"
200926-131-1.bmp,"\int _ { 0 } ^ { \infty } \frac { z } { \sqrt { z ^ { 3 } + 1 4 } } d z"
200923-131-266.bmp,"\sum z"
2009212-1031-79.bmp,"4"
200923-131-265.bmp,"2 0"
formulaire035-equation060.bmp,"1 6 9 / 1 6 3 \leq 1"
formulaire016-equation073.bmp,"x ^ { 2 } + x y - y ^ { 2 } = \pm 1"
formulaire022-equation013.bmp,"x _ { k } = y _ { k }"
200923-1553-172.bmp,"( \sum b )"
200923-1553-99.bmp,"\sqrt { j - \lambda }"
formulaire011-equation065.bmp,"3 - ( ( 3 7 \div 1 5 ) - ( 1 8 9 - 1 1 7 ) ) \geq 7 2"
MfrDB2569.bmp,"a x + b < c"
formulaire015-equation032.bmp,"( 2 l + 1 )"
200924-1331-151.bmp,"Y"
MfrDB1240.bmp,"\frac { b } { a ^ { 2 } - a } - \frac { b } { a - 1 }"
200926-1550-114.bmp,"\frac { i + h } { j ^ { \lambda } }"
formulaire030-equation037.bmp,"o _ { i } = 0"
200923-1254-354.bmp,"F ( s _ { N } )"
117_hirata.bmp,"y ^ { 2 } \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0"
200923-1251-152.bmp,"R ( N )"
KME2G3_14_sub_95.bmp,"\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }"
KME2G3_29_sub_65.bmp,"[ \frac { 2 } { 3 } x ^ { \frac { 3 } { 2 } } ] _ { 0 } ^ { 1 }"
formulaire004-equation044.bmp,"r _ { i } , r ^ { j } , r ^ { k }"
KME2G3_0_sub_30.bmp,"\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x"
KME2G3_6_sub_28.bmp,"z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }"
200925-1126-24.bmp,"\int e ^ { - z ^ { 2 } } d z = e r f ( z )"
200924-1331-189.bmp,"V = ( n )"
200923-1553-148.bmp,"6 . 2"
200923-131-135.bmp,"\sum I - \phi"
94_rosario.bmp,"\frac { a } { \sin A } = \frac { b } { \sin B } = \frac { c } { \sin C }"
MfrDB3047.bmp,"a _ { n } = a _ { 1 } + ( n - 1 ) d"
MfrDB2864.bmp,"\lim _ { n \rightarrow \infty } ( x _ { n } / y _ { n } ) = L _ { 1 } / L _ { 2 }"
70_david.bmp,"\cos \theta = \frac { x } { \sqrt { x ^ { 2 } + y ^ { 2 } } }"
MfrDB1719.bmp,"\int x ^ { n } d x = \frac { x ^ { n + 1 } } { n + 1 } + C"
formulaire013-equation027.bmp,"\lim _ { x \rightarrow 0 } \frac { e ^ { x } - 1 } { x } = 1"
formulaire028-equation074.bmp,"a = m = \frac { n _ { 2 } } { n _ { 1 } }"
200923-1251-265.bmp,"- r"
2009212-952-24.bmp,"\int e ^ { - z ^ { 2 } } d z = e r f ( z )"
formulaire024-equation059.bmp,"y ( x + k p ) = ( x + k p ) ^ { 2 } - n"
200923-131-324.bmp,"j"
101_miguel.bmp,"S = ( \sum _ { i = 1 } ^ { n } \theta _ { i } - ( n - 2 ) \pi ) r ^ { 2 }"
200926-1617-56.bmp,"2 \alpha + 3 \sqrt { \beta }"
200923-1254-103.bmp,"q ( F )"
formulaire034-equation001.bmp,"\sum _ { k = 1 } ^ { 4 } k ^ { 2 }"
200923-1556-178.bmp,"H"
formulaire033-equation043.bmp,"( x - a ) ^ { 2 } + ( y - b ) ^ { 2 } = r ^ { 2 }"
200926-131-152.bmp,"\alpha"
formulaire009-equation038.bmp,"c ( \pi )"
MfrDB0699.bmp,"1 + 1 = 2"
96_carlos.bmp,"y = a S ( t ) = a \int _ { 0 } ^ { t } \sin ( \frac { 1 } { 2 } \pi s ^ { 2 } ) d s"
formulaire009-equation016.bmp,"a ^ { n } b ^ { n } c ^ { n } d ^ { n }"
formulaire014-equation035.bmp,"( 1 0 3 / ( 1 8 + 1 3 4 ) ) + 1 0 9 \leq 1 1 0"
200922-947-225.bmp,"G + \sqrt { k }"
formulaire020-equation024.bmp,"\lim _ { n \rightarrow \infty } ( u _ { n } - u _ { n - 1 } ) = l"
formulaire025-equation072.bmp,"w _ { 1 } = 1"
90_leo.bmp,"y = r \sin \theta"
92_carlos.bmp,"y = \frac { x \prime \sin \theta + y \prime \sin ( w \prime + \theta ) } { \sin w }"
MfrDB1882.bmp,"\lim _ { x \rightarrow 0 } \frac { 1 - \cos x } { x } = 0"
MfrDB2121.bmp,"\int \limits _ { a } ^ { a } f ( x ) d x = 0"
MfrDB1935.bmp,"a x + b < c"
MfrDB2423.bmp,"\int \limits _ { 0 } ^ { 1 } \int \limits _ { 0 } ^ { 1 } x ^ { 2 } y ^ { 2 } d x d y"
200923-131-19.bmp,"x ^ { 2 } + y ^ { 2 } = z ^ { 2 }"
200923-1254-190.bmp,"5 \sum i"
formulaire027-equation012.bmp,"g ( w ) = \sum _ { n = 1 } ^ { \infty } g _ { n } w ^ { n }"
200923-1251-78.bmp,"\frac { x _ { 1 } } { \frac { x _ { 2 } } { \frac { x _ { 3 } } { x _ { 4 } } } }"
formulaire023-equation064.bmp,"p + 1 + 2 \sqrt { p }"
200926-1550-41.bmp,"( z \Delta )"
200923-131-75.bmp,"c B t"
200923-1253-143.bmp,"\sqrt { C - \lambda }"
formulaire035-equation007.bmp,"\lim _ { x \rightarrow - \infty } \frac { f ( x ) } { x } = a"
